"UKey","LatinName","SwedishName","FungiData","ExportFileUKey","CompletedBy","HasPic","PicCount","Signature","FungiGroup","Difficulty","FoodValue1","CookingRequired","FoodValue2","HatFungi","HatSubType","HatSubColor","HatSubGrowth","HatSubDensity","ScaledHat","DottedHat","LinedHat","GroupedGrowth","FootRing","GrowthMethod","Habitat","BodyColor","BodySizeMinimum","BodySizeMaximum","BodyHeightMinimum","BodyHeightMaximum","FootColor","FootSizeMinimum","FootSizeMaximum","MeatColor","VisibleMeatJuice","MeatJuiceColor","SporeColor","SporeWidthMin","SporeWidthMax","SporeHeightMin","SporeHeightMax","SporeProps","SporeNote","Occurence","Season","Smell","Taste","CreatedBy","Timestamp"
"020AAAIFQRBTOWZHCN","Diaporthe strumella","Kägelnästing","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPTLJ"
"020AAAIFQRBXNQRSED","Phlebia georgica","Kägelvaxskinn","UNCP","","","False","0","ÄVSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPTQU"
"020AAAIFQRBWPPYHMV","Myxarium nucleatum","Kärnkrös","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPULV"
"020AAAIFQRBVFOORWE","Inonotus dryophilus","Kärnticka","UNCP","","","False","0","KÄTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPURF"
"020AAAIFQRBRZKLUTN","Armillaria ectypa","Kärrhonungsskivling","UNCP","","","False","0","KÄHSK","Honungsskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPVHL"
"020AAAIFQRBUCSGJFK","Geoglossum simile","Kärrjordtunga","UNCP","","","False","0","KÄJTG","Jordtungor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPVRR"
"020AAAIFQRBWPAAZSV","Mycocalia sphagneti","Kärrnästsvamp","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPWCM"
"020AAAIFQRBUTNMBHM","Hyphoderma deviatum","Kärrskinn","UNCP","","","False","0","KÄSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPWHX"
"020AAAIFQRBVNYCXKC","Lactarius scoticus","Kärrskäggriska","UNCP","","","False","0","KÄRSK","Riskor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPWNX"
"020AAAIFQRBXVLEFJY","Pholiota henningsii","Kärrtofsskivling","UNCP","","","False","0","KÄTFS","Tofsskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPXED"
"020AAAIFQRBXQBSKTZ","Phlebia subochracea","Kärrvaxskinn","UNCP","","","False","0","ÄXSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPXKT"
"020AAAIFQRBVZZEKBU","Lycoperdon caudatum","Kärröksvamp","UNCP","","","False","0","KÄROK","Röksvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPXQD"
"020AAAIFQRCAFJIWVH","Taphrina wiesneri","Körsbärshäxkvast","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPXWD"
"020AAAIFQRBTWRTXZA","Exidia repanda","Köttkrös","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPYGZ"
"020AAAIFQRBZCNTJYC","Russula rhodopoda","Lackkremla","UNCP","","","False","0","LCKRM","Kremlor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPYRU"
"020AAAIFQRCAFYFAUQ","Thanatephorus cucumeris","Lackskorv","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPYXU"
"020AAAIFQRBSCKZVTK","Boletus fragrans","Lakritssopp","UNCP","","","False","0","LASOP","Soppar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSPZUQ"
"020AAAIFQRBTZSLLDU","Galerina pseudomycenopsis","Lapphätting","UNCP","","","False","0","LAHTG","Hättingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQAFL"
"020AAAIFQRCBQPIPWC","Vararia racemosa","Lappkvastskinn","UNCP","","","False","0","LPSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQALL"
"020AAAIFQRBVKYDOFV","Lactarius lapponicus","Lappriska","UNCP","","","False","0","LPRSK","Riskor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQAQW"
"020AAAIFQRBYZNZJSL","Russula nuoljae","Lappsillkremla","UNCP","","","False","0","LPKRM","Kremlor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQAWW"
"020AAAIFQRBWVALWML","Omphaliaster borealis","Lappstjärnnavling","UNCP","","","False","0","LANVL","Navlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQBCH"
"020AAAIFQRBRYFTRFI","Amylocystis lapponica","Lappticka","UNCP","","","False","0","LPTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQBIH"
"020AAAIFQRBULSRLDV","Hygrocybe cinerella","Lappvaxskivling","UNCP","","","False","0","LAVAX","Vaxskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQBTC"
"020AAAIFQRBWTVLMEZ","Oligoporus lateritius","Lateritticka","UNCP","","","False","0","LTTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQBYN"
"020AAAIFQRBYXCXTWS","Russula incarnata","Laxkremla","UNCP","","","False","0","LAKRM","Kremlor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQCJI"
"020AAAIFQRBWTVQMIH","Oligoporus placenta","Laxporing","UNCP","","","False","0","LOTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQCPJ"
"020AAAIFQRBUGHNMLR","Hapalopilus salmonicolor","Laxticka","UNCP","","","False","0","LXTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQDAT"
"020AAAIFQRBVKYKATE","Lactarius leonis","Lejonriska","UNCP","","","False","0","LJRSK","Riskor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQDLP"
"020AAAIFQRBXOGVUKE","Phlebia lilascens","Lila vaxskinn","UNCP","","","False","0","L SKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQEQV"
"020AAAIFQRBVDTWZHI","Inocybe griseolilacina","Lilafotstrådskivling","UNCP","","","False","0","","Trådskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQFRH"
"020AAAIFQRBWRKMSKO","Nectriopsis violacea","Lilagömming","UNCP","","","False","0","LIGMG","Gömmingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQFWC"
"020AAAIFQRBSEVOHID","Calocybe ionides","Lilamusseron","UNCP","","","False","0","LIMUS","Musseroner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQGOS"
"020AAAIFQRBWZFMXGR","Panellus ringens","Lilamussling","UNCP","","","False","0","LLMSL","Musslingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQGUD"
"020AAAIFQRBUYIJBZF","Hypochnella violacea","Lilaskinn","UNCP","","","False","0","LLSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQHMD"
"020AAAIFQRBSBFPJVO","Biscogniauxia cinereolilacina","Linddyna","UNCP","","","False","0","LIDYN","Dynsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQICZ"
"020AAAIFQRBTRHSWOK","Encoelia tiliacea","Lindläderskål","UNCP","","","False","0","LISKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQIIK"
"020AAAIFQRBRVFOERF","Achroomyces disciformis","Lindplätt","UNCP","","","False","0","LIPSV","Plättsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQINU"
"020AAAIFQRBUJXGVGK","Holwaya mucida","Lindskål","UNCP","","","False","0","LNSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQIZF"
"020AAAIFQRBTXXBHGW","Exobasidium juelianum","Lingonkvast","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQJIV"
"020AAAIFQRBWHUZJGM","Monilinia urnula","Lingonskål","UNCP","","","False","0","LGSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQJPL"
"020AAAIFQRBWFKCANH","Metacoleroa dickiei","Linnealudd","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQKKM"
"020AAAIFQRBVBIIJWN","Hypoxylon cohaerens","Liten bokdyna","UNCP","","","False","0","LTDYN","Dynsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQKVH"
"020AAAIFQRBTQCHGPU","Disciseda candida","Liten diskröksvamp","UNCP","","","False","0","LIROK","Röksvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQLSD"
"020AAAIFQRBUGHYAED","Hebeloma birrus","Liten fränskivling","UNCP","","","False","0","LIFRS","Fränskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQMED"
"020AAAIFQRBUICQUJZ","Helvella stevensii","Liten hattmurkla","UNCP","","","False","0","LIMKL","Murklor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQMUJ"
"020AAAIFQRBTOHMWVW","Datronia stereoides","Liten hjortticka","UNCP","","","False","0","LITKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQNDZ"
"020AAAIFQRBWCZVAJJ","Marasmius bulliardii","Liten hjulbroskskivling","UNCP","","","False","0","","Broskskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQNOU"
"020AAAIFQRBVWZGDMW","Leucogyrophana pulverulenta","Liten hussvamp","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQOFA"
"020AAAIFQRBSLLKJJM","Collybia cirrata","Liten nagelskivling","UNCP","","","False","0","LINGS","Nagelskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQPGR"
"020AAAIFQRBWPAQSJU","Mycocalia minutissima","Liten nästsvamp","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQPMC"
"020AAAIFQRBVEYISVT","Inocybe squarrosa","Liten piggtrådskivling","UNCP","","","False","0","","Trådskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQPRM"
"020AAAIFQRBXHQGLQY","Phaeocollybia arduennensis","Liten rotskräling","UNCP","","","False","0","LISKR","Skrälingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQQND"
"020AAAIFQRBRYVPOXC","Antrodia ramentacea","Liten tickmussling","UNCP","","","False","0","LIMSL","Musslingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQQXY"
"020AAAIFQRBYDGFQCO","Polyporus tubaeformis","Liten tratticka","UNCP","","","False","0","LETKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQRDJ"
"020AAAIFQRCBNAUXZD","Typhula setipes","Liten trådklubba","UNCP","","","False","0","LIKLB","Klubbsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQRJJ"
"020AAAIFQRBZONZLYE","Sistotrema dennisii","Ljungporing","UNCP","","","False","0","LJTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQSFP"
"020AAAIFQRBRXAUOMU","Aleurodiscus norvegicus","Ljungskinn","UNCP","","","False","0","LJSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQSLP"
"020AAAIFQRBUENBVON","Godronia callunigera","Ljungskål","UNCP","","","False","0","LJSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQSQK"
"020AAAIFQRBUSISOSY","Hymenogaster tener","Ljus buktryffel","UNCP","","","False","0","LUTRF","Tryfflar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQSWL"
"020AAAIFQRBTQRCOYX","Elaphomyces asperulus","Ljusbrun hjorttryffel","UNCP","","","False","0","LJTRF","Tryfflar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQTGQ"
"020AAAIFQRBUGXQWWL","Hebeloma tomentosum","Luddfränskivling","UNCP","","","False","0","LUFRS","Fränskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQUQC"
"020AAAIFQRBUJIEDZB","Henningsomyces puber","Luddpipa","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQUWS"
"020AAAIFQRBYGWMKZP","Psathyrella tenuicula","Luddsprödskivling","UNCP","","","False","0","","Sprödskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQVOT"
"020AAAIFQRCBAKSAKN","Tuber puberulum","Luden tryffel","UNCP","","","False","0","LDTRF","Tryfflar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQWQJ"
"020AAAIFQRBUICQOWZ","Hemimycena cephalotricha","Luden vithätta","UNCP","","","False","0","LUHTA","Hättor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQWZZ"
"020AAAIFQRBXXWDLUG","Physodontia lundellii","Luggskinn","UNCP","","","False","0","LGSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQXOK"
"020AAAIFQRBRVUEWJN","Agaricus impudicus","Luktchampinjon","UNCP","","","False","0","LUCPJ","Champinjoner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQYGL"
"020AAAIFQRCABTQFTU","Stropharia umbonatescens","Luktkragskivling","UNCP","","","False","0","LUKRS","Kragskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQYQB"
"020AAAIFQRCAVPBYBX","Tricholoma inamoenum","Luktmusseron","UNCP","","","False","0","LUMUS","Musseroner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQYVM"
"020AAAIFQRBYIRWCXS","Psilocybe inquilina","Lumpskräling","UNCP","","","False","0","LUSKR","Skrälingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQZRS"
"020AAAIFQRBXBQLQAQ","Peniophora lilacea","Lundalmsskinn","UNCP","","","False","0","LASKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSQZXS"
"020AAAIFQRBVUOSEZK","Lepiota subalba","Lundfjällskivling","UNCP","","","False","0","LUFJS","Fjällskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRAKI"
"020AAAIFQRBSDAIPCM","Botryobasidium pruinatum","Lundflorskinn","UNCP","","","False","0","LUSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRAPT"
"020AAAIFQRBUVIDKFM","Hyphodontia alienata","Lundknotterskinn","UNCP","","","False","0","LNSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRAVT"
"020AAAIFQRBUYYWCPI","Hypochnicium analogum","Lundkrämskinn","UNCP","","","False","0","LDSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRBBE"
"020AAAIFQRBVZJGHVZ","Lycoperdon atropurpureum","Lundröksvamp","UNCP","","","False","0","LUROK","Röksvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRBRK"
"020AAAIFQRBZSTIQJI","Sistotremastrum niveocremeum","Lundskinn","UNCP","","","False","0","UNSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRBXK"
"020AAAIFQRBXFFLPNB","Peziza emileia","Lundskål","UNCP","","","False","0","LSSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRCEA"
"020AAAIFQRBYGWRCNA","Psathyrella pseudocasca","Lundsprödskivling","UNCP","","","False","0","","Sprödskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRCQA"
"020AAAIFQRBXJLLUDW","Phanerochaete tuberculata","Lundstrålskinn","UNCP","","","False","0","LRSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRCUV"
"020AAAIFQRBXOGQAWQ","Phlebia griseoflavescens","Lundvaxskinn","UNCP","","","False","0","LXSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRDGG"
"020AAAIFQRBTZCXCVA","Galerina calyptrata","Luvhätting","UNCP","","","False","0","LUHTG","Hättingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSREIN"
"020AAAIFQRCBAZRHAE","Tubulicrinis accedens","Lyktnålskinn","UNCP","","","False","0","YKSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRENX"
"020AAAIFQRCBRVBADU","Volvariella media","Låg slidskivling","UNCP","","","False","0","LÅSDS","Slidskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRFFY"
"020AAAIFQRBRVUOJJJ","Agrocybe vervacti","Låg åkerskivling","UNCP","","","False","0","LÅAKS","Åkerskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRFLY"
"020AAAIFQRBYPHGNUY","Repetobasidium conicum","Lågahylsskinn","UNCP","","","False","0","LHSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRFRJ"
"020AAAIFQRBWEEHLYH","Melanoleuca brevipes","Lågmusseron","UNCP","","","False","0","LÅMUS","Musseroner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRFXJ"
"020AAAIFQRBSDAIWBZ","Bombardia bombarda","Långgömming","UNCP","","","False","0","LÅGMG","Gömmingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRGTA"
"020AAAIFQRBTRHANEW","Encoelia furfuracea","Läderskål","UNCP","","","False","0","LDSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRHOQ"
"020AAAIFQRBXPLTEOX","Phlebia segregata","Lädervaxskinn","UNCP","","","False","0","LESKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRHUB"
"020AAAIFQRBXZBZHWD","Piloporia sajanensis","Lämmelporing","UNCP","","","False","0","LÄTKA","Tickor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRIMB"
"020AAAIFQRBSGAMKWA","Capillipes cavorum","Lämmelskål","UNCP","","","False","0","LÄSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRISC"
"020AAAIFQRBVIOIKFT","Lachnellula willkommii","Lärkkräfta","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRIYC"
"020AAAIFQRBVHYUHDQ","Lachnellula occidentalis","Lärkskål","UNCP","","","False","0","LRSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRJQD"
"020AAAIFQRBWCZFRPW","Marasmius scorodonius","Lökbroskskivling","UNCP","","","False","0","","Broskskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRKID"
"020AAAIFQRBVDTXTTL","Inocybe mixtilis","Löktrådskivling","UNCP","","","False","0","","Trådskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRKRT"
"020AAAIFQRBYMWMVWH","Ramaria formosa","Lömsk fingersvamp","UNCP","","","False","0","LÖFNG","Fingersvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRLBZ"
"020AAAIFQRBTOHOUWC","Dendrothele acerina","Lönnbarkskinn","UNCP","","","False","0","LÖSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRLOA"
"020AAAIFQRBVPTIOMF","Lanzia luteovirescens","Lönnbladsskål","UNCP","","","False","0","LÖSKL","Skålsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRLTK"
"020AAAIFQRCAEDFERB","Taphrina acerina","Lönnhäxkvast","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRLZK"
"020AAAIFQRBYQMKQST","Rhytisma acerinum","Lönntjärfläck","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRMKG"
"020AAAIFQRBTWCNQZV","Eutypa maura","Lönnästing","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRMQG"
"020AAAIFQRBYEMOSFJ","Protodontia subgelatinosa","Lövgråtagging","UNCP","","","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRMVR"
"020AAAIFQRBWLZNMJV","Mycena polyadelpha","Lövhätta","UNCP","","","False","0","LÖHTA","Hättor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRNBR"
"020AAAIFQRBUYYLHVH","Hypochnicium bombycinum","Lövkrämskinn","UNCP","","","False","0","LVSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRNMM"
"020AAAIFQRBVWJJJHS","Leptosporomyces raunkiaerii","Lövslätskinn","UNCP","","","False","0","LSSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRNRX"
"020AAAIFQRBYGWTSZI","Psathyrella pseudocorrugis","Lövsprödskivling","UNCP","","","False","0","","Sprödskivlingar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRNXX"
"020AAAIFQRBTQROPJQ","Elaphomyces muricatus","Marmorerad hjorttryffel","UNCP","","","False","0","MATRF","Tryfflar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRQQV"
"020AAAIFQRBRYFEPEP","Amylocorticium laceratum","Marmorskinn","UNCP","","","False","0","MASKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRQWF"
"020AAAIFQRBYVHNSJB","Russula grata","Marsipankremla","CPLD","","060AAAAAAAAAAAAAAA","False","0","MAKRM","Kremlor","3","2","1","2","0","0","7507117|13041663|16777215|","01100","2","3","3","0","3","3","100000","000000001001000","9288|3041682|7978239|13041663|","70","140","","","3041682|13041663|16777215|","15","25","13041663|16777215|","3","","13041663|16777215|","8","10","9","11","000001000100000000","Vårtiga med lister","22201002","000013696210","Bittermandel","Skarp","","AAAAAAAMRFSRRCG"
"020AAAIFQRCBAKDFFL","Tubulicium vermiferum","Maskskinn","UNCP","","","False","0","NNSKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRROG"
"020AAAIFQRBYFBWFNS","Psathyrella caput-medusae","Medusasprödskivling","CPLD","","060AAAAAAAAAAAAAAA","False","0","","Sprödskivlingar","3","2","1","2","0","0","9744839|2970508|","01100","0","0","0","3","0","0","000100","100000000000000","6779026|6984402|16777215|16777215|","30","60","","","16777215|","10","15","15922164|","3","","1910872|","4","5","10","12","010010000000000000","","22222222","000000015930","Aromatisk","Mild","","AAAAAAAMRFSRSEM"
"020AAAIFQRBSAPHPOG","Atheloderma mirabile","Mirakelskinn","UNCP","","","False","0","MISKN","Skinnsvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRSVH"
"020AAAIFQRBVZZHOMS","Lycoperdon molle","Mjuk röksvamp","UNCP","","","False","0","MJROK","Röksvampar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AAAAAAAMRFSRTAS"
